verdict,עובדות המקרה,טיעוני הצדדים,דיון והכרעה,סך_חטיבות
SH-19-10-22804-739,1,1,1,3
SH-19-10-29523-55,1,0,1,2
SH-19-10-31817-871,1,0,1,2
SH-19-10-31827-559,1,0,1,2
SH-19-10-34960-863,1,1,1,3
SH-19-10-37692-286,1,1,1,3
SH-19-10-42164-703,0,1,1,2
SH-19-10-44449-241,1,1,1,3
SH-19-10-53195-428,0,1,1,2
SH-19-10-53961-133,1,0,1,2
SH-19-10-56018-20,1,1,1,3
SH-19-10-8858-55,1,0,1,2
SH-19-10-9145-555,1,1,1,3
SH-19-11-14734-473,1,1,1,3
SH-19-11-18218-11,1,1,1,3
SH-19-11-18912-55,1,0,1,2
SH-19-11-20854-55,1,0,0,1
SH-19-11-24079-333,1,1,1,3
SH-19-11-26550-590,1,1,1,3
SH-19-11-2802-832,1,1,1,3
SH-19-11-4207-11,1,0,1,2
SH-19-11-42378-55,1,1,0,2
SH-19-11-43841-970,1,1,1,3
SH-19-11-44387-773,1,1,1,3
SH-19-11-47336-767,1,0,0,1
SH-19-11-51526-636,1,1,1,3
SH-19-11-54783-710,0,1,1,2
SH-19-11-6047-641,1,1,1,3
SH-19-11-62837-743,1,1,1,3
SH-19-11-67580-619,1,1,1,3
SH-19-11-70531-903,1,1,1,3
SH-19-11-8202-996,1,1,1,3
SH-19-11-9763-447,1,0,1,2
SH-19-12-18336-426,1,0,1,2
SH-19-12-18353-238,1,0,1,2
SH-19-12-30746-881,1,1,1,3
SH-19-12-32722-619,1,1,1,3
SH-19-12-3603-925,1,1,1,3
SH-19-12-40306-19,1,1,1,3
SH-19-12-41730-788,1,1,1,3
SH-19-12-53235-677,1,1,1,3
SH-19-12-55217-300,1,1,1,3
SH-19-12-55857-356,1,1,1,3
SH-19-12-56624-363,1,1,1,3
SH-19-12-59165-499,1,1,1,3
SH-19-12-60057-797,1,1,1,3
SH-19-12-65577-650,1,1,1,3
SH-19-12-65763-975,1,1,1,3
SH-19-12-7667-416,1,1,1,3
SH-20-01-10814-88,0,1,1,2
SH-20-01-21530-319,1,1,1,3
SH-20-01-25269-650,1,1,1,3
SH-20-01-26079-655,1,1,1,3
SH-20-01-32253-659,1,1,1,3
SH-20-01-35441-67,1,1,1,3
SH-20-01-37473-934,1,1,1,3
SH-20-01-38551-503,1,1,1,3
SH-20-01-39647-917,1,1,1,3
SH-20-01-4136-691,1,1,1,3
SH-20-01-42692-200,1,1,1,3
SH-20-01-42704-497,1,0,1,2
SH-20-01-52145-235,1,1,1,3
SH-20-01-54026-706,1,1,1,3
SH-20-01-58617-214,1,0,1,2
SH-20-01-61659-643,1,1,1,3
SH-20-01-62359-55,1,0,0,1
SH-20-01-72418-668,1,1,1,3
SH-20-01-74108-224,1,1,1,3
SH-20-02-11701-114,1,1,1,3
SH-20-02-15535-383,1,1,1,3
SH-20-02-15997-235,1,1,1,3
SH-20-02-16449-877,1,1,1,3
SH-20-02-16802-443,1,0,1,2
SH-20-02-20393-38,1,1,1,3
SH-20-02-20403-532,1,1,1,3
SH-20-02-2330-728,1,1,1,3
SH-20-02-25137-992,1,0,1,2
SH-20-02-25852-467,1,1,1,3
SH-20-02-28725-144,1,1,1,3
SH-20-02-31306-777,1,1,1,3
SH-20-02-33834-303,1,1,1,3
SH-20-02-34222-44,0,0,0,0
SH-20-02-35543-227,1,1,1,3
SH-20-02-37166-538,0,1,1,2
SH-20-02-37265-233,0,1,1,2
SH-20-02-39612-819,1,1,1,3
SH-20-02-40512-229,1,1,1,3
SH-20-02-43524-420,1,1,1,3
SH-20-02-46735-301,1,1,1,3
SH-20-02-48152-11,1,1,1,3
SH-20-02-49042-925,1,1,1,3
SH-20-02-50754-25,0,1,1,2
SH-20-02-50860-44,1,1,1,3
SH-20-02-51504-485,1,1,1,3
SH-20-02-5391-890,1,1,1,3
SH-20-02-54728-55,1,1,1,3
SH-20-02-56199-55,1,1,1,3
SH-20-02-56922-105,1,1,1,3
SH-20-02-58050-815,1,1,1,3
SH-20-02-68604-677,1,1,1,3
SH-20-02-7441-522,1,1,1,3
SH-20-02-9210-346,1,1,1,3
SH-20-03-12352-24,1,0,1,2
SH-20-03-14474-448,1,1,1,3
SH-20-03-14786-577,0,1,1,2
SH-20-03-24895-917,1,0,1,2
SH-20-03-28480-821,1,1,1,3
SH-20-03-28736-975,1,1,1,3
SH-20-03-35359-718,1,1,1,3
SH-20-03-35412-798,1,1,1,3
SH-20-03-35893-948,1,1,1,3
SH-20-03-36577-33,1,1,1,3
SH-20-03-37153-963,1,1,1,3
SH-20-03-38311-366,1,0,1,2
SH-20-03-45150-518,1,1,1,3
SH-20-03-48239-340,1,1,1,3
SH-20-03-48316-767,1,1,1,3
SH-20-03-48695-260,1,1,1,3
SH-20-03-516-896,1,1,1,3
SH-20-03-54929-280,1,0,1,2
SH-20-03-7660-689,1,1,1,3
SH-20-03-8707-545,1,1,1,3
SH-20-03-988-175,1,1,1,3
SH-20-04-1071-201,1,1,1,3
SH-20-04-11804-970,1,1,1,3
SH-20-04-14332-368,1,0,1,2
SH-20-04-20147-474,1,1,1,3
SH-20-04-24053-777,1,0,0,1
SH-20-04-25060-598,1,1,1,3
SH-20-04-27126-218,1,0,0,1
SH-20-05-11145-100,1,1,1,3
SH-20-05-1127-580,1,1,1,3
SH-20-05-1417-702,0,1,1,2
SH-20-05-15023-33,0,1,1,2
SH-20-05-21052-204,1,0,1,2
SH-20-05-2125-108,1,0,1,2
SH-20-05-24139-599,1,1,1,3
SH-20-05-24296-211,1,1,1,3
SH-20-05-2482-501,1,1,1,3
SH-20-05-27495-138,1,0,1,2
SH-20-05-28746-251,1,1,1,3
SH-20-05-34079-552,1,1,1,3
SH-20-05-37932-437,1,0,1,2
SH-20-05-38680-181,1,1,1,3
SH-20-05-41088-448,1,1,1,3
SH-20-05-41865-665,0,0,0,0
SH-20-05-48357-766,1,1,1,3
SH-20-05-52552-465,1,1,1,3
SH-20-05-54257-962,1,1,1,3
SH-20-05-55185-143,1,0,1,2
SH-20-05-58282-54,0,0,0,0
SH-20-05-62896-665,1,1,1,3
SH-20-05-67021-566,1,1,1,3
SH-20-05-8304-368,1,1,1,3
SH-20-06-11406-854,1,1,1,3
SH-20-06-12380-808,1,1,1,3
SH-20-06-15972-984,1,1,1,3
SH-20-06-18828-471,1,1,1,3
SH-20-06-20513-421,1,1,1,3
SH-20-06-21651-173,1,1,1,3
SH-20-06-30386-33,1,0,1,2
SH-20-06-31806-182,1,1,1,3
SH-20-06-32917-968,1,1,1,3
SH-20-06-32945-371,1,1,1,3
SH-20-06-34105-806,1,0,1,2
SH-20-06-41339-550,0,1,1,2
SH-20-06-53298-331,1,0,1,2
SH-20-06-55430-695,1,1,1,3
SH-20-06-55462-122,1,1,1,3
SH-20-06-57459-683,0,1,1,2
SH-20-06-57778-795,1,1,1,3
SH-20-06-59811-548,1,1,1,3
SH-20-06-61962-490,1,1,1,3
SH-20-06-62866-707,1,1,1,3
SH-20-06-63213-128,1,0,1,2
SH-20-06-66755-326,1,1,1,3
SH-20-06-67234-151,1,0,1,2
SH-20-06-70434-754,1,1,1,3
SH-20-06-70552-55,1,0,1,2
SH-20-06-70755-105,1,1,1,3
SH-20-06-72369-55,1,0,1,2
SH-20-06-8597-627,1,1,1,3
SH-20-06-9216-305,1,1,1,3
SH-20-06-9220-17,1,1,1,3
SH-20-07-12748-451,1,1,1,3
SH-20-07-19410-451,1,0,1,2
SH-20-07-23338-117,1,1,1,3
SH-20-07-24243-105,1,1,1,3
SH-20-07-24358-208,1,1,0,2
SH-20-07-27373-833,0,1,1,2
SH-20-07-28173-840,1,1,1,3
SH-20-07-30702-746,1,1,1,3
SH-20-07-32174-787,1,1,1,3
SH-20-07-32597-716,1,0,1,2
SH-20-07-34771-653,1,1,1,3
SH-20-07-40097-409,1,1,1,3
SH-20-07-40199-162,1,1,1,3
SH-20-07-46177-312,1,0,1,2
SH-20-07-56355-274,1,1,1,3
SH-20-07-56694-206,1,1,1,3
SH-20-07-68973-209,1,1,1,3
SH-20-07-69400-857,1,0,1,2
SH-20-07-70274-481,1,1,1,3
SH-20-07-7832-803,1,1,1,3
SH-20-07-8287-41,1,1,1,3
SH-20-08-12241-16,1,1,1,3
SH-20-08-24302-570,1,1,1,3
SH-20-08-28954-55,1,1,1,3
SH-20-08-36602-525,1,0,1,2
SH-20-08-37803-94,1,1,1,3
SH-20-08-4606-818,1,0,1,2
SH-20-08-49845-286,1,1,1,3
SH-20-08-52348-813,1,1,1,3
SH-20-08-52729-222,1,1,1,3
SH-20-08-54068-884,1,1,1,3
SH-20-08-54327-788,1,1,1,3
SH-20-08-56566-668,1,1,1,3
SH-20-08-59112-55,1,1,0,2
SH-20-08-59554-453,1,1,1,3
SH-20-08-59571-226,1,0,1,2
SH-20-08-59947-679,1,1,1,3
SH-20-08-60427-469,1,1,1,3
SH-20-08-8510-474,1,1,1,3
SH-20-09-11765-14,1,0,1,2
SH-20-09-1390-241,1,1,1,3
SH-20-09-28292-664,1,1,1,3
SH-20-09-28913-120,1,0,0,1
SH-20-09-28931-672,1,1,1,3
SH-20-09-32765-911,1,0,1,2
SH-20-09-3503-88,1,1,1,3
SH-20-09-36849-696,1,1,1,3
SH-20-09-43084-871,1,1,1,3
SH-20-09-57378-955,1,0,1,2
SH-20-09-58979-470,1,1,1,3
SH-20-09-6316-712,1,1,1,3
SH-20-10-14941-493,1,1,1,3
SH-20-10-19830-55,1,1,1,3
SH-20-10-20264-735,1,1,1,3
SH-20-10-22830-200,1,0,1,2
SH-20-10-29591-812,1,0,0,1
SH-20-10-34753-464,1,1,1,3
SH-20-10-34839-919,1,1,1,3
SH-20-10-37062-730,1,1,1,3
SH-20-10-37282-946,1,1,1,3
SH-20-10-40920-183,1,1,1,3
SH-20-10-44550-716,0,1,1,2
SH-20-10-56754-225,0,1,1,2
SH-20-10-59619-48,1,1,1,3
SH-20-10-60606-802,1,1,1,3
SH-20-10-61370-425,1,1,1,3
SH-20-10-8960-745,1,1,1,3
SH-20-11-14642-88,1,1,1,3
SH-20-11-15063-276,1,1,1,3
SH-20-11-15208-187,1,1,1,3
SH-20-11-31596-635,1,1,1,3
SH-20-11-37305-49,1,1,1,3
SH-20-11-45623-567,1,0,1,2
SH-20-11-48974-11,1,1,1,3
SH-20-11-49467-111,1,1,1,3
SH-20-11-5496-74,1,0,1,2
SH-20-11-57105-55,1,0,1,2
SH-20-11-68386-471,1,1,1,3
SH-20-11-68456-643,1,1,1,3
SH-20-11-68645-290,1,1,1,3
SH-20-11-69281-446,1,1,1,3
SH-20-11-69899-315,1,1,1,3
SH-20-11-70374-139,1,1,1,3
SH-20-12-10494-921,1,1,1,3
SH-20-12-10596-62,1,1,1,3
SH-20-12-14193-984,1,1,1,3
SH-20-12-14751-141,1,1,1,3
SH-20-12-16715-791,1,1,1,3
SH-20-12-20931-501,1,0,1,2
SH-20-12-24379-831,0,0,1,1
SH-20-12-26688-364,1,1,1,3
SH-20-12-35876-546,1,1,1,3
SH-20-12-38069-475,0,1,1,2
SH-20-12-3919-150,0,1,1,2
SH-20-12-39880-567,1,1,1,3
SH-20-12-52963-394,1,1,1,3
SH-20-12-57130-758,1,1,1,3
SH-20-12-59045-763,1,1,1,3
SH-20-12-62983-702,1,0,1,2
SH-20-12-63029-69,1,1,1,3
SH-20-12-7053-367,1,1,1,3
SH-20-12-70876-822,1,1,1,3
SH-21-01-11879-22,0,1,1,2
SH-21-01-16441-454,1,0,1,2
SH-21-01-16541-529,1,1,1,3
SH-21-01-23798-757,1,1,1,3
SH-21-01-2444-853,1,1,1,3
SH-21-01-27683-132,1,1,1,3
SH-21-01-29520-378,1,1,1,3
SH-21-01-32494-822,1,1,1,3
SH-21-01-32541-670,1,1,1,3
SH-21-01-33146-979,1,1,1,3
SH-21-01-33495-583,1,0,1,2
SH-21-01-41801-694,1,1,1,3
SH-21-01-43525-656,1,1,1,3
SH-21-01-52725-716,1,1,1,3
SH-21-01-52902-378,1,1,1,3
SH-21-01-54957-380,1,1,1,3
SH-21-01-55353-547,1,1,1,3
SH-21-01-57939-41,1,1,1,3
SH-21-01-9705-911,1,1,1,3
SH-21-01-9758-609,1,1,0,2
SH-21-02-13412-624,1,1,1,3
SH-21-02-16363-392,1,0,1,2
SH-21-02-16419-875,1,1,1,3
SH-21-02-21561-411,1,0,1,2
SH-21-02-22206-813,1,1,1,3
SH-21-02-30551-755,1,1,1,3
SH-21-02-30913-587,1,1,1,3
SH-21-02-31177-928,1,1,1,3
SH-21-02-34752-40,1,1,1,3
SH-21-02-39690-282,1,1,1,3
SH-21-02-43480-19,0,1,1,2
SH-21-02-43911-618,1,1,1,3
SH-21-02-43978-817,1,1,1,3
SH-21-02-50474-179,1,1,1,3
SH-21-02-55654-702,1,1,1,3
SH-21-02-57960-11,0,0,1,1
SH-21-02-59017-258,1,1,1,3
SH-21-02-6659-75,1,1,1,3
SH-21-02-7858-44,1,1,1,3
SH-21-02-9733-517,1,1,1,3
SH-21-03-10029-890,1,1,1,3
SH-21-03-10265-563,0,1,1,2
SH-21-03-10393-815,1,1,1,3
SH-21-03-16231-619,0,1,1,2
SH-21-03-16595-617,1,1,1,3
SH-21-03-16982-336,1,1,1,3
SH-21-03-19425-842,1,1,1,3
SH-21-03-22061-948,1,1,1,3
SH-21-03-32041-632,1,1,1,3
SH-21-03-37960-55,1,1,1,3
SH-21-03-38169-11,1,0,1,2
SH-21-03-38257-247,1,1,1,3
SH-21-03-38663-11,1,1,1,3
SH-21-03-41902-587,1,1,1,3
SH-21-03-42497-975,0,1,1,2
SH-21-03-43263-893,1,0,1,2
SH-21-03-43354-205,1,1,1,3
SH-21-03-48394-305,1,1,1,3
SH-21-03-48460-727,1,0,1,2
SH-21-03-48791-78,1,1,1,3
SH-21-03-49106-170,1,1,1,3
SH-21-03-56588-51,0,0,1,1
SH-21-03-56691-73,1,1,1,3
SH-21-03-56850-36,1,1,1,3
SH-21-03-59117-548,1,1,1,3
SH-21-03-60348-62,1,0,0,1
SH-21-03-7171-604,1,1,1,3
SH-21-03-9380-342,1,1,1,3
SH-21-03-9561-965,1,0,1,2
SH-21-03-9594-55,1,1,1,3
SH-21-04-13525-819,1,1,1,3
SH-21-04-2043-268,1,1,1,3
SH-21-04-20454-273,1,1,1,3
SH-21-04-21392-680,1,1,1,3
SH-21-04-23443-339,1,1,1,3
SH-21-04-24763-607,1,1,1,3
SH-21-04-26153-493,1,1,1,3
SH-21-04-30013-546,1,1,1,3
SH-21-04-31837-663,1,0,1,2
SH-21-04-3526-322,1,1,1,3
SH-21-04-37744-641,1,1,1,3
SH-21-04-380-4,1,1,1,3
SH-21-04-45489-631,1,1,1,3
SH-21-04-50729-384,1,1,1,3
SH-21-04-51938-860,1,1,1,3
SH-21-04-60835-525,1,1,1,3
SH-21-04-61792-743,0,1,1,2
SH-21-04-62814-956,1,1,1,3
SH-21-04-64269-161,1,1,1,3
SH-21-04-8689-70,0,1,1,2
SH-21-04-8995-789,1,0,1,2
SH-21-05-14615-799,1,1,1,3
SH-21-05-17162-929,1,1,1,3
SH-21-05-1722-394,1,1,1,3
SH-21-05-20246-806,1,0,1,2
SH-21-05-2036-462,1,1,1,3
SH-21-05-27475-889,1,1,1,3
SH-21-05-29177-869,1,1,1,3
SH-21-05-33805-770,1,1,1,3
SH-21-05-40146-982,1,0,1,2
SH-21-05-43544-278,1,1,1,3
SH-21-05-44174-721,1,1,1,3
SH-21-05-47080-33,1,1,1,3
SH-21-05-53884-315,1,1,1,3
SH-21-05-59009-899,1,1,1,3
SH-21-05-60321-804,1,1,1,3
SH-21-05-64742-106,1,0,0,1
SH-21-05-7800-521,0,0,1,1
SH-21-05-9228-942,1,0,1,2
SH-21-06-15091-33,1,1,1,3
SH-21-06-15667-448,1,1,1,3
SH-21-06-18593-102,1,1,1,3
SH-21-06-24494-481,0,0,1,1
SH-21-06-24516-485,1,1,1,3
SH-21-06-24771-303,1,1,1,3
SH-21-06-25351-252,1,0,1,2
SH-21-06-27819-225,1,1,1,3
SH-21-06-31736-287,0,0,1,1
SH-21-06-44279-321,1,0,1,2
SH-21-06-4855-277,1,1,1,3
SH-21-06-49910-264,1,1,1,3
SH-21-06-55331-137,1,1,1,3
SH-21-06-56293-964,1,1,1,3
SH-21-06-58562,1,1,1,3
SH-21-06-59284-925,1,1,1,3
SH-21-06-7833-292,1,1,1,3
SH-21-06-7994-350,1,1,1,3
SH-21-06-8118-612,1,1,1,3
SH-21-06-986-611,0,0,1,1
SH-21-07-16332-16,1,1,1,3
SH-21-07-16379-715,1,0,0,1
SH-21-07-17701-647,1,1,1,3
SH-21-07-1873-205,1,1,1,3
SH-21-07-21339-443,1,1,1,3
SH-21-07-31701-244,1,1,1,3
SH-21-07-45996-319,1,0,1,2
SH-21-07-48404-258,1,0,0,1
SH-21-07-58237-369,1,1,1,3
SH-21-07-64206-491,1,1,1,3
SH-21-08-1054-565,1,1,1,3
SH-21-08-1175-838,1,1,1,3
SH-21-08-14442-271,1,1,1,3
SH-21-08-21127-586,1,0,1,2
SH-21-08-27335-47,1,1,1,3
SH-21-08-29209-725,1,1,1,3
SH-21-08-29602-588,1,0,0,1
SH-21-08-31892-211,1,1,1,3
SH-21-08-35686-210,1,1,1,3
SH-21-08-36546-752,1,1,1,3
SH-21-08-39829-80,1,1,1,3
SH-21-08-42707-443,1,1,1,3
SH-21-08-43665-554,1,1,1,3
SH-21-08-45516-505,1,1,1,3
SH-21-08-49269-295,1,1,1,3
SH-21-08-49932-473,1,1,1,3
SH-21-08-51762-951,1,0,1,2
SH-21-08-58944-289,1,1,1,3
SH-21-08-61820-550,0,1,1,2
SH-21-08-67160-600,1,0,0,1
SH-21-08-68577-535,1,1,1,3
SH-21-08-68578-55,1,0,1,2
SH-21-09-11217-653,1,1,1,3
SH-21-09-17898-199,1,1,1,3
SH-21-09-22371-304,0,1,1,2
SH-21-09-25089-244,1,1,1,3
SH-21-09-26526-508,1,1,1,3
SH-21-09-32179-570,1,1,1,3
SH-21-09-33522-747,1,1,1,3
SH-21-09-35204-559,1,1,1,3
SH-21-09-3593-701,1,1,1,3
SH-21-09-3766-803,1,1,1,3
SH-21-09-38764-269,1,1,1,3
SH-21-09-42879-201,1,1,1,3
SH-21-09-5486-1,1,1,1,3
SH-21-09-927-55,1,0,1,2
SH-21-10-1064-351,1,1,1,3
SH-21-10-13549-194,1,1,1,3
SH-21-10-15475-66,1,1,1,3
SH-21-10-15587-994,1,1,1,3
SH-21-10-17415-385,1,1,1,3
SH-21-10-24858-818,1,1,1,3
SH-21-10-27743-182,0,1,1,2
SH-21-10-27790-563,1,1,1,3
SH-21-10-30884-544,1,1,1,3
SH-21-10-3092-314,1,1,0,2
SH-21-10-35938-269,0,1,1,2
SH-21-10-51336-477,1,1,1,3
SH-21-10-5188-376,1,1,1,3
SH-21-10-53452-349,1,1,1,3
SH-21-10-55444-637,1,1,1,3
SH-21-10-61718-652,0,0,1,1
SH-21-10-62155-228,1,1,1,3
SH-21-10-67473-712,1,1,1,3
SH-21-10-69325-703,1,1,1,3
SH-21-10-71830-813,1,1,1,3
SH-21-10-72027-59,1,1,1,3
SH-21-11-10108-286,1,1,1,3
SH-21-11-1197-741,1,1,1,3
SH-21-11-12672-208,1,1,1,3
SH-21-11-22978-646,1,1,1,3
SH-21-11-24989-808,1,0,0,1
SH-21-11-27402-44,1,1,1,3
SH-21-11-31170-437,1,1,1,3
SH-21-11-3851-595,1,1,1,3
SH-21-11-43482-164,1,1,1,3
SH-21-11-44015-93,1,1,1,3
SH-21-11-47780-86,1,0,1,2
SH-21-11-5072-346,1,1,1,3
SH-21-11-50913-292,1,1,1,3
SH-21-11-51259-502,1,1,1,3
SH-21-11-54351-115,1,1,1,3
SH-21-11-55324-417,0,1,1,2
SH-21-11-65310-621,1,0,1,2
SH-21-11-68166-881,1,1,1,3
SH-21-11-9225-757,1,1,1,3
SH-21-12-10560-5,1,1,1,3
SH-21-12-10788-105,1,1,1,3
SH-21-12-13583-55,0,1,1,2
SH-21-12-14611-33,1,1,1,3
SH-21-12-16783-273,1,1,1,3
SH-21-12-17541-752,1,1,1,3
SH-21-12-20161-22,1,1,1,3
SH-21-12-21547-167,1,1,1,3
SH-21-12-27149-706,1,1,1,3
SH-21-12-30558-406,1,1,1,3
SH-21-12-41970-211,1,1,1,3
SH-21-12-5043-957,1,1,1,3
SH-21-12-51352-725,1,1,1,3
SH-21-12-52204-260,1,1,1,3
SH-21-12-55335-335,1,1,1,3
SH-21-12-59578-330,1,1,1,3
SH-21-12-8330-345,1,1,1,3
SH-21-12-9111-691,1,1,1,3
SH-22-01-1245-668,1,0,1,2
SH-22-01-1387-974,0,0,1,1
SH-22-01-16014-223,1,1,1,3
SH-22-01-18584-595,1,1,1,3
SH-22-01-21020-775,1,1,1,3
SH-22-01-21142-171,1,0,1,2
SH-22-01-28615-799,1,1,1,3
SH-22-01-30506-413,1,0,0,1
SH-22-01-33898-590,1,1,1,3
SH-22-01-45270-521,1,1,1,3
SH-22-01-49244-742,1,1,1,3
SH-22-01-52282-762,1,1,1,3
SH-22-01-60681-269,1,1,1,3
SH-22-01-64660-493,1,1,1,3
SH-22-01-66889-845,0,1,1,2
SH-22-01-906-717,1,0,1,2
SH-22-02-10096-595,1,1,1,3
SH-22-02-13223-112,1,1,1,3
SH-22-02-15481-496,1,1,1,3
SH-22-02-23613-755,1,0,1,2
SH-22-02-28435-279,1,1,1,3
SH-22-02-28656-349,1,1,1,3
SH-22-02-30678-675,1,1,1,3
SH-22-02-38014-255,1,1,1,3
SH-22-02-4632-955,1,1,1,3
SH-22-02-47113-798,1,1,1,3
SH-22-02-51149-91,1,1,1,3
SH-22-02-59274-645,1,1,1,3
SH-22-02-60605-629,1,1,1,3
SH-22-02-6776-553,1,1,1,3
SH-22-02-8061-414,1,1,1,3
SH-22-03-1297-627,1,1,1,3
SH-22-03-1436-454,1,1,1,3
SH-22-03-17242-44,1,1,1,3
SH-22-03-35208-310,1,1,1,3
SH-22-03-36891-395,1,1,1,3
SH-22-03-3952-896,1,1,1,3
SH-22-03-40650-599,1,1,1,3
SH-22-03-44211-44,1,1,1,3
SH-22-03-50680-275,1,1,1,3
SH-22-03-54141-726,1,0,1,2
SH-22-03-57084-4,1,1,1,3
SH-22-03-60760-652,0,1,1,2
SH-22-03-62924-190,1,1,1,3
SH-22-03-65302-938,1,1,1,3
SH-22-03-66922-347,1,0,1,2
SH-22-03-8613-551,1,0,0,1
SH-22-03-893-889,1,0,1,2
SH-22-04-14460-115,1,1,1,3
SH-22-04-17921-549,1,1,1,3
SH-22-04-23498-944,0,1,1,2
SH-22-04-23659-649,1,1,1,3
SH-22-04-28766-304,1,1,1,3
SH-22-04-29877-669,1,1,1,3
SH-22-04-31867-419,1,0,0,1
SH-22-04-32356-124,1,0,1,2
SH-22-04-33197-56,1,1,1,3
SH-22-04-34018-556,1,1,1,3
SH-22-04-34188-573,1,1,1,3
SH-22-04-34668-74,1,1,1,3
SH-22-04-42539-889,0,1,1,2
SH-22-04-42956-488,1,0,1,2
SH-22-04-50841-650,1,1,1,3
SH-22-04-8417-668,1,1,1,3
SH-22-05-16127-663,1,1,1,3
SH-22-05-19461-115,1,0,1,2
SH-22-05-24117-284,1,0,1,2
SH-22-05-25502-112,1,1,1,3
SH-22-05-25806-212,1,1,1,3
SH-22-05-27405-239,1,1,1,3
SH-22-05-31993-108,1,1,1,3
SH-22-05-32895-667,1,1,1,3
SH-22-05-33615-784,1,1,1,3
SH-22-05-35581-851,1,1,1,3
SH-22-05-36033-112,1,0,1,2
SH-22-05-39259-133,1,0,1,2
SH-22-05-39333-830,1,1,1,3
SH-22-05-49210-467,1,1,1,3
SH-22-05-54682-716,1,1,1,3
SH-22-05-57705-764,1,1,1,3
SH-22-05-60015-777,1,1,1,3
SH-22-05-60855-817,1,1,1,3
SH-22-05-64772-931,1,1,1,3
SH-22-05-8127-44,0,1,1,2
SH-22-06-14663-218,1,1,1,3
SH-22-06-17995-508,1,1,1,3
SH-22-06-1852-938,1,1,1,3
SH-22-06-27416-561,1,1,1,3
SH-22-06-27553-260,0,0,1,1
SH-22-06-34497-368,1,1,1,3
SH-22-06-34824-117,1,0,1,2
SH-22-06-40167-342,1,0,0,1
SH-22-06-50979-535,0,1,1,2
SH-22-06-52205-283,0,1,1,2
SH-22-06-52246-625,1,1,1,3
SH-22-06-54723-510,0,1,1,2
SH-22-06-56960-598,1,1,1,3
SH-22-06-66040-228,1,1,1,3
SH-22-06-8917-659,1,1,1,3
SH-22-07-13113-373,1,1,1,3
SH-22-07-16406-721,1,1,1,3
SH-22-07-22639-132,0,1,1,2
SH-22-07-264-624,1,1,1,3
SH-22-07-48479-994,1,1,1,3
SH-22-07-53212-21,1,1,1,3
SH-22-07-57164-681,0,1,1,2
SH-22-07-59577-683,1,0,1,2
SH-22-07-59618-226,1,1,1,3
SH-22-07-63073-459,1,1,1,3
SH-22-07-9296-668,1,1,1,3
SH-22-08-10095-518,1,1,1,3
SH-22-08-1062-886,0,1,1,2
SH-22-08-15783-380,1,1,1,3
SH-22-08-16218-81,0,1,1,2
SH-22-08-21724-809,1,1,1,3
SH-22-08-21923-869,1,1,1,3
SH-22-08-24748-431,1,1,1,3
SH-22-08-29159-807,1,1,1,3
SH-22-08-41933-41,1,1,1,3
SH-22-08-54179-27,1,1,1,3
SH-22-08-59888-780,1,0,1,2
SH-22-08-60753-223,1,1,1,3
SH-22-08-6988-42,1,1,1,3
SH-22-08-7221-272,1,1,1,3
SH-22-08-9850-710,1,1,1,3
SH-22-09-13836-496,1,0,1,2
SH-22-09-22021-836,1,1,1,3
SH-22-09-24248-614,1,1,1,3
SH-22-09-29664-73,1,1,1,3
SH-22-09-31963-942,1,1,1,3
SH-22-09-38201-594,1,1,1,3
SH-22-09-41368-665,1,1,1,3
SH-22-09-44658-574,0,1,1,2
SH-22-09-54472-220,0,1,1,2
SH-22-09-55487-102,1,1,1,3
SH-22-09-6749-871,1,1,1,3
SH-22-10-10410-581,1,0,0,1
SH-22-10-13249-502,1,1,1,3
SH-22-10-3122-964,1,1,1,3
SH-22-10-31746-117,1,0,1,2
SH-22-10-37997-893,1,1,1,3
SH-22-10-44878-44,1,1,1,3
SH-22-10-47589-965,1,0,1,2
SH-22-10-52751-924,0,1,1,2
SH-22-10-9649-71,1,1,1,3
SH-22-11-11680-908,1,1,1,3
SH-22-11-24278-781,1,1,1,3
SH-22-11-2816-689,1,1,1,3
SH-22-11-31177-55,1,0,1,2
SH-22-11-37606-732,1,1,1,3
SH-22-11-39424-940,1,1,1,3
SH-22-11-39587-22,1,1,1,3
SH-22-11-41751-611,1,1,1,3
SH-22-11-44604-394,1,1,1,3
SH-22-11-45644-268,0,1,1,2
SH-22-11-4765-484,1,1,1,3
SH-22-11-49832-658,1,1,1,3
SH-22-11-54838-627,1,1,1,3
SH-22-11-58075-902,1,1,1,3
SH-22-11-64232-785,1,1,1,3
SH-22-11-65068-214,0,1,1,2
SH-22-11-67911-222,1,1,1,3
SH-22-11-9183-767,0,0,1,1
SH-22-12-20538-211,1,1,1,3
SH-22-12-20853-81,1,1,1,3
SH-22-12-22981-869,1,1,1,3
SH-22-12-34194-202,1,1,1,3
SH-22-12-54676-219,1,1,1,3
SH-22-12-9104-33,1,1,1,3
SH-23-01-1746-70,1,1,1,3
SH-23-01-31271-811,1,1,1,3
SH-23-01-34823-465,1,1,1,3
SH-23-01-43884-246,1,1,1,3
SH-23-01-44503-284,1,1,1,3
SH-23-01-46722-442,0,1,1,2
SH-23-01-48071-749,1,1,1,3
SH-23-01-48751-853,1,1,1,3
SH-23-01-51953-744,1,1,1,3
SH-23-01-61720,1,1,1,3
